smile,solub
CCC(C)CN1CCC(CO)(Cc2ccccc2Cl)CC1,1
COc1ccc(CC(=O)Nc2nc(cs2)C(C)(C)C)cc1,0
FC(F)(F)c1cccc(c1)S(=O)(=O)N(CC=C)CC(=O)NC2CC2,1
COc1ccccc1N(CCC#N)C(=S)Nc2ccc(cc2)S(=O)(=O)N3CCOCC3,1
Clc1cccc(NC(=O)C2COc3ccccc3O2)c1,0
CN(CC(=O)Nc1ccccc1Cl)C(=O)CSc2nnc(N)s2,1
Cc1cccc(Cc2c(C)nc3nc(SCC(=O)O)nn3c2C)c1,1
O=C(Nc1ccc2OCOc2c1)C3CCCCC3,1
Cc1cccc(c1)C(=O)Nc2nnc(COc3ccccc3)s2,0
Cc1onc(c1)C(=O)NNc2ccc(F)cc2F,1
O=C(Nc1cccc(c1)N(=O)=O)C2COc3ccccc3O2,0
Cc1ccc(O)c(NC(=O)c2cc(ccc2Cl)N(=O)=O)c1,0
COc1cccc(\C=C\C(=O)NCc2ccc3OCOc3c2)c1,1
Oc1ccc(Cl)cc1CNc2nccs2,1
CC(C)CNC(=O)CC(=O)N\N=C\c1sccc1C,1
COC(=O)c1cc2C(=O)NCCCn2n1,1
COc1ccc(cc1Cl)C2CN(C)CC2C(=O)c3ccc(C)cc3,1
FC(F)(F)c1cccc(NC(=O)Nc2ccncc2)c1,0
COc1cc(\C=C(/C#N)\C(=O)N)ccc1OCc2c(C)no[n+]2[O-],1
Clc1cccc(Cl)c1NNC(=O)c2oncc2,1
CCN(CC)c1ccc(cc1)C(=O)NNC(=O)CCl,1
Cc1ccccc1OCC(=O)Nc2ccc(cc2)N(=O)=O,0
CC1CN(CC(C)O1)C(=S)Nc2ccc(cc2)S(=O)(=O)N,1
COc1ccc(\C=N\NC(=S)N[C@H]2CC3CCC2C3)cc1,0
COc1cccc(\C=C\C(=O)OCC(=O)NC2CC2)c1,1
NCCc1nc2ccc(Cc3ccc4nc(CCN)[nH]c4c3)cc2[nH]1,1
OCC1CCCN1C(=O)\C(=C\c2occc2)\NC(=O)c3ccccc3,1
Fc1cccc(Cl)c1CNc2ccc(cc2)N3CCCC3,0
COc1cc(\C=C\C(=O)O)cc(c1OC)S(=O)(=O)Nc2cc(ccc2N3CCOCC3)C(F)(F)F,1
N#CC1CN(Cc2ccccc2)CN(Cc3ccccc3)C1,1
C[C@H](NC(=O)c1ccc2OCOc2c1)c3nnc4ccccn34,1
C1CN(CCN1\N=C\c2ccccc2)c3ccccc3,0
Cc1ccc(CNC(=O)CN2C(=O)c3ccccc3S2(=O)=O)cc1,1
Fc1ccccc1OCC(=O)NNC(=O)CCNS(=O)(=O)c2ccccc2,1
Fc1ccccc1Nc2oc3ccccc3n2,1
CN(C)\C=C\C(=O)c1sccc1Br,1
Cc1cccc(C)c1NC(=O)CN2C(=O)NC(C)(C3CC3)C2=O,1
CCN(CC)C(=O)c1ccc(CS(=O)(=O)Cc2ccccc2)cc1,1
CCCCC(C(=O)N\N=C\c1ccccn1)C(=O)N\N=C\c2ccccn2,1
CCCCc1nnc(NC(=O)C2=COCCO2)s1,1
O=C(NNC(=O)c1sccc1n2cccc2)Nc3ccccc3,0
Cc1onc(c2ccccc2)c1C(=O)OCCOc3cccc(Cl)c3,0
COc1ccccc1N2CCN(CC2)C3=NC(=O)C(=C(C)N3)C,1
CC(=O)Nc1cc2CCN3C(=O)CCc(c1)c23,1
COc1ccc(\C=C\C(=O)N2CCN(CC2)c3ccccn3)cc1,1
Cc1ccccc1N2C(=O)c3cccc4cccc(C2=O)c34,0
Clc1ccc(cn1)C(=O)N2CCN(C\C=C\c3ccccc3)CC2,1
COc1ccccc1NC(=S)NCc2ccccc2Cl,0
COC(=O)c1oc(nc1C)c2ccccc2,1
Cc1cnn(c1)C(=O)c2cc(nc3ccc(Cl)cc23)c4ccccn4,0
Cc1onc(C)c1c2onc(CS(=O)(=O)c3ccc(F)cc3)n2,1
CCOc1ccc2NC=C(C(=O)NCc3ccc(F)cc3)C(=O)c2c1,0
COc1ccc(cc1)S(=O)(=O)\C(=C\Nc2ccccc2F)\C#N,0
CC(=O)N1CCn2c3C1CCCc3c4cc(C)ccc24,1
COc1ccc(NCC(=O)n2c(C)c(C)c3ccccc23)cc1OC,0
Clc1ccc(CCNC(=O)c2ccc3nc[nH]c3c2)c(Cl)c1,1
COc1cccc(CN2CCN(CC2)c3ncccn3)c1OC,1
N\C(=N/OC(=O)c1ccc(cc1)N(=O)=O)\c2ccccn2,0
Cc1c(oc2ccccc12)C(=O)NCc3ccccc3F,0
COc1ccc(CCNC(=O)CCNC(=O)c2occc2)cc1,1
CCCn1nnc(NC(=O)\C=C\c2ccc(cc2)C(C)C)n1,0
O=C(Cc1ccccc1)c2ccccc2C(=O)N3CCCCC3,1
COc1ccc(\C=N\NC(=O)c2cc([nH]n2)C3CC3)cc1OC,1
CC1=C(C)C(=O)N=C(N1)SCC(=O)NCC2CCCO2,1
Clc1cccc(c1)C(=O)N2CCn3c2nc4ccccc34,0
C\C(=N/NC(=S)NCc1ccccc1)\c2ccc(Cl)s2,0
COC(=O)Cc1ccc(NC(=S)NC2CC2)cc1,1
COc1ccc(cc1)c2csc(NC(=O)CN3C(=O)CCC3=O)n2,1
CC(C)CN1C(=O)N(c2ccc(Cl)cc2)C(C)(O)CC1(C)C,0
CCn1ccnc1C(O)c2cccc3ccccc23,1
O=C(Nc1ccccc1)C2CCN(CC2)C(=O)c3occc3,1
O=C1N=C(S/C/1=C\c2cccnc2)N3CCOCC3,1
CN(C)c1ccc(cc1)C(=O)NCc2ccc(C)cc2,0
Cc1cccc(c1)c2ncc(c(N)n2)S(=O)(=O)C(C)(C)C,0
O=C(Nc1cccc(c1)N(=O)=O)c2ccn[nH]2,1
Fc1ccc(CC2SC(=NC2=O)N\N=C\c3occc3)cc1,0
Cc1nnsc1C(=O)NNc2ccc(Cl)cc2,1
CC(=NNC(=O)c1cc(C)oc1C)c2ccc(Br)s2,0
CC1C(=O)Nc2ccc(cc12)S(=O)(=O)N3CCCCCC3,1
CC(=O)c1cccc(NC(=O)CN2C(=O)c3ccccc3C2=O)c1,1
CC(C)N(Cc1onc(n1)c2ccccc2)C(=O)C(Cl)(Cl)Cl,0
Cc1cc(C)n2nc(SCC(=O)c3cccs3)nc2n1,1
Clc1ccccc1NC(=O)NC2CCCCCCC2,0
Cc1cc(nn1CC(=O)NC2CCCC2)C(F)F,1
Cc1ccccc1OCC(=O)NCCNC(=O)c2ccncc2,1
Clc1ccc(s1)C(=O)COC(=O)c2cccnc2Cl,1
NC1=CC(=O)N=C(N1)SCC(=O)Nc2cccc(c2)S(=O)(=O)N3CCCCC3,1
C=CCOc1ccc(cc1)C2NC(=O)c3ccccc3O2,0
Cc1ccc(NC(=O)NCc2ccccn2)cc1Cl,1
CCOc1cccc2sc(Cl)nc12,0
CCOc1ccc(NC(=S)NC23CC4CC(CC(C4)C2)C3)cc1,0
COc1ccccc1CN(C)C(=O)c2oc3ccccc3c2,1
CCn1nnnc1SCC(=O)N(C)C2CCS(=O)(=O)C2,1
COc1ccc(OCC(=O)OC(C)CN2CCCCC2)cc1,1
COc1ccccc1OCCNC(=O)Nc2ccc(Br)cc2,0
CC(C)CCNc1nc2ccccc2n3c(C)nnc13,0
CC1=NC(=C(NC(C1)c2ccc(Cl)cc2)C#N)C#N,1
COc1ccccc1Nc2nc(Cl)nc(NC(C)(C)C)n2,0
CCC(=O)c1cn(CC(=O)Nc2c(C)cccc2C)c3ccccc13,0
CCOc1ccc(cc1)C2NC(=O)CCC2N(=O)=O,1
CN(C)C(=O)Oc1ccc2nnc3ccnn3c2c1,1
CN1NC(=C(C(=O)c2c(C)onc2c3ccccc3Cl)C1=O)C,1
Cc1[n+](Cc2ccccc2)c3ccccc3n1Cc4ccccc4,1
Cc1ccccc1C2CCCN(Cc3onc(CC4CC4)n3)C2,1
COc1ccc(cc1)C(=O)N\N=C\2/Oc3ccccc3C=C2C(=O)N,0
CC(=C)C(=O)Nc1nnc(s1)c2ccccc2C,0
COc1ccc(cc1)C(C)NC(=O)C2CCCC2,1
CN(C)c1cc(C)nc(Nc2ccccc2)n1,1
O=C(N\C(=C/c1occc1)\C(=O)N2CCCC2)c3ccccc3,1
CCOC(=O)C1=CN=C(NC1=O)n2nc(C)cc2C,1
COc1ccccc1C(=O)NC(=O)CSc2nnc3ccccn23,1
CCOc1ccc(N\C(=C\C(=O)c2ccc3OCCOc3c2)\C)cc1,0
CC(C)Oc1ccccc1C2CC(=O)Nc3cc(C)c(C)cc23,0
O=N(=O)c1oc(CN2CCN(CC2)c3ccccc3)cc1,1
COc1ccc(NC(=O)c2occc2)cn1,1
COc1ccc(cc1)C(=O)NC23CC4CC(CC(C4)C2)C3,0
Cc1cc(nn1CCCC(=O)NC2CCCCC2)N(=O)=O,1
Cc1ccnc(NC(=O)CCNC(=O)c2ccc(Cl)cc2)c1,1
CCOC1=C\C(=C\C2=C(C)NOC2=O)\C=C(Br)C1=O,1
CCOC(=O)C1=C(C)N(C)C(=C(C1c2ccsc2)C(=O)OCC)C,0
COc1ccc(NC(=O)C2CCOC2=O)cc1,1
CC1(C)C2(C)CCC1(OC2=O)C(=O)NNC(=O)c3ccccc3,1
COC(=O)\C=C\1/SC(=NC1=O)Nc2ccc(OC)cc2,0
O=C(NCc1ccncc1)C(=O)N\N=C\c2ccc(OCc3ccccc3)cc2,0
Cc1cc(Cl)ccc1OCC(=O)Nc2cccnc2,1
Cc1onc(c1C(O)c2ccc(F)cc2)c3c(Cl)cccc3Cl,1
CCC1=Nc2sc3CCCc3c2C(=O)N1CCO,1
Cc1nn(CCO)c2ncc(cc12)C(=O)c3cc(F)ccc3O,1
COc1ccc(\C=C(/C#N)\C(=O)NCc2ccccc2)cc1,0
CC(C)(C)c1cc(\C=C\2/NC(=O)NC2=O)cc(c1O)C(C)(C)C,0
COc1ccc(OC)c(\C=N\NC(=O)C2=NNC(=O)C=C2)c1,0
Clc1ccc(cc1)S(=O)(=O)N2CCc3ccccc23,0
CN(C)C(C)(C)C#CC(O)(c1ccccc1)c2ccccc2,1
OCC1(Cc2cccc(F)c2)CCN(CC1)C(=O)c3cnsn3,1
Clc1ccc(cc1)N2C(=O)CC(=O)NC2=O,1
Clc1nc2ccccc2cc1\C=N\NC(=O)c3ccncc3,0
COC(=O)c1sccc1NC(=O)c2ccc(C)cc2,0
Cc1cc2nc([nH]c2cc1C)C3CCN(CC(=O)NCC=C)CC3,1
Cc1cc(C)cc(NC(=O)COC(=O)c2ccc3OCCOc3c2)c1,0
CC(N1C=Nc2scc(c3ccc(C)cc3)c2C1=O)C(=O)O,1
Cc1nnc(NC(=O)CCS(=O)(=O)c2ccccc2)s1,1
O=C(Nc1ccc2ccccc2c1)c3ccc4NC(=O)C(=O)Nc4c3,0
CSc1ncccc1C(=O)OCC(=O)NC(C)CCc2ccccc2,1
CC(C)(C)c1ccc(cc1)C2=NNC(=S)N2Cc3ccccc3,0
NC(=O)NC(=O)COC(=O)c1cccnc1Nc2ccccc2F,0
CCOc1ccc2nc(SCC(=O)NCc3ccc(OC)cc3)[nH]c2c1,1
Cc1ccc(cc1)C2=NNC(=O)C(=C2)Cc3ccc(F)cc3,0
O=C(CCc1oc(nn1)c2ccc(cc2)c3ccccc3)N4CCCCC4,0
CCn1nc(NC(=O)CC(C)C)c2cc3ccc(C)cc3nc12,0
CC(=O)c1csc(COc2cc(Cl)cc(Cl)c2)n1,0
NC(=O)c1ccccc1OC2CCC2,1
N\C(=N/c1oc2ccccc2n1)\NC(=O)c3cccc(Br)c3,0
OC(=O)CC(N1Cc2ccccc2C1=O)c3ccc(F)cc3F,1
CS(=O)(=O)Nc1cc2CCCN3C(=O)CCc(c1)c23,1
OC(=O)CN1CCN(Cc2cccc(Cl)c2)C1=O,1
Cc1nn(c(C)c1\C=N\NC(=O)c2ccccc2O)c3ccccc3,1
CN(CC(=O)NCC(=O)Nc1ccc(F)c(F)c1F)Cc2sccc2C,1
Fc1ccc(NC(=O)c2ccc3NC(=O)C(=O)Nc3c2)cc1,1
CNc1snc(C)c1C(=O)OCC(=O)NCc2ccccc2OC,0
CC1(CC(=O)NN2C(=O)c3ccccc3C2=O)OCCCO1,1
OC(=O)c1cccc(c1)S(=O)(=O)Nc2ccc3CCCc3c2,1
O=N(=O)c1cc(c2cc([nH]c2c1)c3cccnc3)N(=O)=O,0
OC(C(=O)NN\C=C\1/C=CC=C(C1=O)N(=O)=O)(c2ccccc2)c3ccccc3,1
CC(C)(C)c1ccc(OCC(=O)NCCN2CCOCC2)cc1,1
COC(=O)c1cc(NC(=O)c2cccnc2)cc(c1)C(=O)OC,0
Fc1ccc(cc1)N2C(=O)CCCC2=O,1
Fc1ccc(NC(=O)CCc2ccc(cc2)S(=O)(=O)N3CCOCC3)c(c1)N(=O)=O,1
CCOc1ccc(cc1)N2CC(CC2=O)C(=O)NCc3occc3,1
CCCOC(=O)c1ccc(NC(=O)Cc2cccs2)cc1,1
COC(=O)C1=NNC(C1c2ccccc2)C(=O)c3occc3,1
OC1C[C@H](N(C1)S(=O)(=O)c2ccc(Cl)cc2)C(=O)OCC(=O)N3CCc4ccccc34,1
CCN(C(=O)COc1nc(C)cc(C)c1C#N)c2ccccc2,0
COc1ccccc1c2cnn3c(NCc4ccccc4)cc(C)nc23,0
COCCCNC(=S)NNC=C1C=CC(=O)C=C1,1
Cc1ccc(CSCC(=O)Nc2ccccc2C(=O)O)cc1,1
CCOc1ccccc1C(=O)Nc2cc(C)ccc2NC(=O)c3occc3,1
CC1CCCC(NC(=O)COC(=O)c2oc(Br)cc2)C1C,0
CCOc1ccc(NC(=O)c2ccccc2NC(=O)c3cccnc3)cc1,0
COc1ccc(cc1)C(=O)NNC(=O)CSc2nnnn2C,1
FC(F)(F)Oc1ccc(NC(=O)c2ccc3nccnc3c2)cc1,1
CC1(C)C(CCC1(C)C(=O)O)C(=O)N2CCCCC2,1
COCCSc1ccccc1C(=O)Nc2ccc(Br)cc2,1
CC#CC[N+](C)(C)CC(=O)c1ccccc1,1
Cn1c(SCc2oc(nn2)c3ccccc3)nc4ccccc14,1
CCCCn1c(Nc2ccc(OC)cc2)nc3ccccc13,0
Fc1ccc(cc1Cl)S(=O)(=O)N2CCN(CC2)C(=O)CC3=NNC(=O)c4ccccc34,1
Cc1ccc2c(c1)c(c(C)n2C)c3csc(N)n3,1
NC(=S)N\N=C\1/c2ccccc2c3c(cccc13)C(=O)O,0
Cc1cc(on1)c2ccccc2C(=O)Nc3ccccc3O,1
Cc1ccc(OCC(=O)Nc2cc(on2)C(C)(C)C)cc1C,0
CC1CCN(CC1)c2ccc(cc2F)C(=O)C,0
CCOC(CNc1ncnc2sc(cc12)c3ccccc3)OCC,1
Cc1onc2C(=O)N(N=C(c3ccccc3)c12)c4ccccc4,1
CC(C)CCNC(=O)c1cc2CS(=O)(=O)c3ccccc3c2s1,0
Cc1ccc(OCC(=O)Nc2ccc(NC(=O)c3ccccc3)c(C)c2)cc1,0
CCN1CCN(CC1)c2nnc(c3ccccc3)c4ccccc24,1
COc1ccc(Cl)cc1NC(=O)NN2CCN(C)CC2,1
Fc1cccc(CN2C(=O)Oc3ccccc23)c1,0
COc1ccc(c(OC)c1)S(=O)(=O)N2CCN(CC2)c3ccccn3,1
CC(=C1C=CC(=O)C=C1)NNc2nc(cs2)C(C)(C)C,1
S=C1NN=C2C(=N1)N(CCc3ccccc3)c4ccccc24,0
CC1CCN(CC1)C(=O)COC(=O)C2=Cc3ccccc3OC2=O,1
COC(=O)c1[nH]c2cc(OC)ccc2c1N=CN(C)C,1
O=S(=O)(N1CCCCC1)c2cccc3cccnc23,1
Clc1ccc(NNC(=O)C2CCC2)cc1,1
COc1ccc(C)c2sc(nc12)N(CCN(C)C)C(=O)c3ccc4ccccc4c3,1
FC(F)(F)C(=O)Nc1ccc(cc1)S(=O)(=O)N2CCc3ccccc23,1
CS(=O)(=O)N1N=C(CC1c2ccccc2F)c3cccs3,0
CC(=O)C1=C(O)C(=O)N(C1c2ccc(cc2)N(=O)=O)c3ccc(O)cc3,1
COc1ccc(NC(=O)c2cc(nc3ccccc23)c4ccncc4)c(OC)c1,0
CCOc1ccc(cc1)S(=O)(=O)Nc2ncn[nH]2,1
Cc1ccc(cc1)S(=O)(=O)NNC(=O)c2cc(C)cs2,0
O=Cc1cn(CCOc2ccccc2)c3ccccc13,1
CC(=O)c1cccc(N\C=C/2\C(=O)Oc3ccccc3C2=O)c1,1
CN(Cc1ccc(OC(F)F)cc1)C(=O)c2oc3ccccc3c2C,0
COC(=O)NCN1C(=O)C2C3CC(C=C3)C2C1=O,1
Clc1ccc(s1)S(=O)(=O)N2CCNCC2,1
COc1cccc(OCCNS(=O)(=O)c2ccccc2N(=O)=O)c1,1
Fc1ccccc1C(=O)n2c3CCCCc3c4ccccc24,0
Cc1ccc(NC(=O)c2oc(cc2)N(=O)=O)c(C)c1,1
NC(=O)CSc1oc(Cc2ccc3OCOc3c2)nn1,1
COc1ccc(CNc2ccc3c(c2)ncn3C)cc1OC,1
Cc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3c(C)cc(C)cc3C,1
OC(=O)c1cc(c2ccccc2Cl)n(n1)c3cccc(Cl)c3,1
O=C(Nc1cccc(c1)S(=O)(=O)N2CCCCC2)c3ccccn3,0
CC(C)c1ccc(cc1)C(=O)Nc2cccnc2,1
Nc1nc(SCC(=O)N2CCCC2)ncc1C#N,1
Clc1ccc(cc1)c2csc(n2)N3CCCCCC3,0
CN1CCN(CC1)c2ccc(F)cc2N,1
CC1C=CCC2C1C(=O)N(C2=O)c3ccc(OC(=O)c4occc4)cc3,1
COc1cccc(c1)N2CN(CNC2=S)C3CCCCC3,1
O=C(Cn1cc(cn1)N(=O)=O)NCc2ccccc2,1
CN1C(=O)N(Cc2ccc(F)cc2)C(=O)c3c1nc(NCCO)n3C,1
CCc1nc2cc(Cl)c(Cl)cc2nc1CC,0
Cc1ccc(NC(=O)CCC(=O)N\N=C\c2cccnc2)cc1,1
CCc1ccc(s1)C(=O)Nc2nc(C)cs2,1
O=C(Nc1ccc2OCCOc2c1)c3cccnc3Oc4ccccc4,0
COc1ccc(OC(C)C(=O)N(C)Cc2onc(n2)c3ccccc3)cc1,1
O=C(COC(=O)C12CC3CC(CC(C3)C1)C2)NCc4ccccc4,1
Cc1ccc[n+](Cc2ccc(cc2)N(=O)=O)c1,1
Cc1cc(C)c2[nH]c(cc2c1)C(=O)Nc3ccc(F)cc3Br,0
Cc1ccccc1C(=O)c2c[nH]c(c2)C(=O)NCCc3ccccn3,1
S=C1NC(=CN1c2ccccc2)c3ccccc3,1
COc1cc(OC)cc(c1)C2=NC3(CCC(C)CC3)NC2=S,0
COc1ccc(\C=N/NC(=O)C2COc3ccccc3O2)cc1O,1
CCCSC1=NN2CCCC(=O)N=C2S1,1
CCOC(=O)C1CCN(CC1)C(=O)\C=C\c2ccc(cc2)S(=O)(=O)N3CCOCC3,1
CCN(CC)CC(O)COC(c1ccccc1)c2ccccc2,1
CCOC(=O)C1=C(CC)Nc2ccccc2N=C1NC(=O)c3cc(ccc3C)S(=O)(=O)N4CCOCC4,1
FC(F)(F)c1ccccc1NC(=O)c2ccccc2Br,1
COc1cccc(c1)c2onc(c2)C(=O)N3CCOCC3,1
Cc1ccc(cc1Br)C(=O)Nc2cccc3cccnc23,0
CC(C)NC(=O)C1=NN(C(=O)CC1)c2ccccc2,1
Clc1ccc2OCC(=O)N(CC(=O)N3CCOCC3)c2c1,1
Cc1ccc(cc1F)C(NC(=O)Nc2ccccn2)C(Cl)(Cl)Cl,0
COc1ccccc1c2noc(CCC(=O)NC3CCCC3)n2,1
O=C(NNC(=O)c1n[nH]c2ccccc12)c3ccccc3,0
CC(Sc1nncn1C)C(=O)NCCC2=CCCCC2,1
CCc1noc(C)c1C(=O)Nc2ccc(F)c(F)c2F,1
Clc1ccc(NC(=O)C2CCC(=O)N2)cc1,1
Cc1cc(Cl)n2nc(C)c(c3ccc(Cl)cc3)c2n1,0
Clc1ccc(cc1)N2CCN(CC2)c3ccnc(Cl)n3,0
Fc1ccccc1c2nnc3ccc4ccccc4n23,1
Cc1cc(Nc2ccc(Cl)cc2)n3ncnc3n1,1
COc1ccccc1NC(=O)Nc2ccc(C)cn2,0
Cc1ccc(NC(=O)CN2c3cccc4cccc(c34)S2(=O)=O)cc1,0
OC1=C(Cc2c(F)cccc2Cl)C(=O)N(C=C1)C3CC3,1
CC(=O)Nc1nc(cs1)c2ccc3ccccc3c2,0
CC(=NNC(=O)c1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1)c3cccnc3,0
Brc1cccc(c1)N2C=Nc3ccccc3C2=O,0
O\N=C\C(=O)CCCCCCN1CCCCC1,1
CC(=O)Nc1ccc(Sc2ccccc2C(=O)O)c(c1)C(=O)O,1
CC(=O)c1c(nc2c3ccccc3ccn12)c4ccc(C)cc4,0
[O-]C(C([NH3+])CC)=O,1
CCNC(=S)Nc1ccc(OC(F)(F)F)cc1,1
CN(C)CCNc1ncnc2c1c(C)c(C)n2c3ccc(C)cc3,1
Clc1ccc(cc1)N2C(=O)CC(NNC(=O)Cc3ccccc3)C2=O,1
CS(=O)(=O)c1nc(nn1CCCc2ccccc2)N(=O)=O,1
C\C(=C/c1ccccc1)\C=C/2\SC(=S)N(CCC(=O)O)C2=O,1
Fc1ccc(cc1)S(=O)(=O)N2CCN(CCc3ccccc3)CC2,0
Nc1c(nnn1c2cc(Cl)cc(Cl)c2)C#N,1
O=C(Cc1ccccc1)NCC2OCCc3ccccc23,1
CCN1C(=Nc2cc(OC)c(OC)cc2C1=O)SCc3ccccc3,0
CCn1nnc(NC(=O)C(C)(c2ccccc2)c3ccccc3)n1,1
Fc1cc(F)c(NC(=S)N2CCOCC2)c(F)c1,1
ONC(=NCc1ccccc1)c2cccc(c2)N(=O)=O,1
O=C(Cc1cccs1)Nc2ccccc2,1
Cc1nn(c(C)c1NC(=O)COc2cc(F)ccc2N(=O)=O)c3ccccc3,1
FC(F)(F)c1cc(nc(N2CCCCC2)c1C#N)c3cccs3,0
O=N(=O)\C(=N/Nc1ccccc1)\N=Nc2ccccc2,0
O=C(N\N=C\c1ccncc1)c2ccccn2,1
CCOC(=O)C(=O)Nc1ccc(OCc2ccccc2)cc1,1
COc1cccc(NC(=O)CCN2C(=O)c3cccc(c3C2=O)N(=O)=O)c1,1
COc1ccc(Nc2nc(C)cc(C)c2C#N)c(OC)c1,0
CCOC(=O)c1ccc(NCCOC)c(c1)N(=O)=O,1
CCOc1nc(ncc1Oc2ccccc2)c3ccccc3,0
COc1ccc(\C=N\NC(=O)c2ccc3nc[nH]c3c2)cc1OC,0
CC1CCCCN1C(=S)NC(=O)c2occc2,1
COc1ccc(CN(C2CC2)C(=O)CN3CCN(CC3)S(=O)(=O)c4cccs4)cc1,1
CC(Sc1ccc(cn1)S(=O)(=O)N2CCOCC2)c3ccccc3Cl,0
CN1C(C)(C)CC(CC1(C)C)NC(=O)c2occc2,1
CCOC(=O)CCNC(=O)N1CCCC(C1)C(=O)c2ccccc2SC,1
OC(=O)CSc1cccnc1Sc2ccc(Cl)cc2,1
Cc1onc(NC(=O)NCC(F)(F)F)c1,1
COc1ccc(cc1C(=O)OCC(=O)NC2CCS(=O)(=O)C2)S(=O)(=O)N3CCCCCC3,1
Cc1cc(C)c(C)c(c1C)S(=O)(=O)Nc2cccnc2,0
Clc1ccc(NC(=O)c2occc2)cc1NC(=O)c3cccs3,1
CC1=Nc2cc(ccc2NC(C)(C)C1)N(=O)=O,1
CSCC(C)N1CCC(CCC(=O)NC2CC2)CC1,1
CC(=O)c1cccc(NC(=O)NC2CCCCCCC2)c1,0
COCCON1C(=O)c2ccccc2N=C1SCCOC,1
Fc1cccc(NC(=O)CCn2cnnn2)c1,1
COc1c(ccc2ccccc12)C(=O)Nc3nccs3,1
CCC1=NN(C(=O)c2ccccc2O)C(O)(C1)c3ccccc3,1
Cn1cc(c(n1)C(=O)N2CCN(Cc3ccc4OCOc4c3)CC2)N(=O)=O,1
Cc1nc2ccc(cc2[nH]1)C(=O)NNC=C3C=CC(=O)C=C3,0
Brc1c(OCC(=O)N2CCCC2)ccc3ccccc13,1
Fc1ccc(cc1)C(=O)NCC(=O)NCc2ccccn2,1
NCC12CC3CC(C1)CC(C3)(C2)c4ccc(Cl)cc4,1
CCCCC1CN2CCc3c([nH]c4ccccc34)C2(C)C1,1
CCN(C(=O)CO\N=C(/N)\c1ccccc1)c2ccccc2,1
CC(C)N(C(C)C)C(=O)CSC1=NNC(=O)N1CCc2ccccc2,1
CC(=CCN1CCN(Cc2cccc3OCOc23)CC1CCO)C,1
Cc1ccc(cc1C)n2nnc3C(=O)N(CC=C)C=Nc23,1
Fc1ccc(NC2=C(C(=O)Oc3ccccc23)N(=O)=O)cc1,0
Clc1cccc(Cl)c1NC(=O)CN2C(=O)NC3(CCc4ccccc34)C2=O,1
COc1ccc(NC(=O)Cn2nc(C)c(c2C)N(=O)=O)cn1,0
CCOc1cc(cc(OCC)c1OCC)C(=O)OCC(=O)Nc2cccc(c2)S(=O)(=O)NC3=NCCCCC3,1
COc1ccc(NC(=O)NC2(CCCCC2)C(=O)N3CCCC3)cc1,1
Cc1ccc(C(=O)O\N=C(/N)\Cc2cccs2)c(Cl)c1,1
C(N(Cc1ccccc1)c2ccccc2)C3=NCCN3,1
Cc1ccc(cc1)S(=O)(=O)Oc2ccc(\C=N\NC(=O)c3ccncc3)cc2,0
COC(=O)c1sccc1NC(=O)Nc2ccccc2C,1
COc1ccc(cc1)C(=O)Nc2nccs2,0
CCC1CCc2c(C1)sc(NC(=O)c3cnccn3)c2C(=O)N,0
CCOC(=O)\C(=N\Nc1c(scc1S(=O)(=O)Cc2occc2)C(=O)OC)\C#N,1
O=C(Oc1ccccc1)c2cccnc2Oc3ccccc3,1
Fc1cccc(F)c1C(=O)Nc2oc(nn2)c3ccc4CCCCc4c3,1
COc1cccc(c1)C2N(CC3CCCO3)C(=O)C(=O)/C/2=C(\O)/c4ccc5OC(C)Cc5c4,1
CC(=O)C1=C(C)N=C2N=CNN2C1c3cccc(O)c3,1
COC(=O)c1ccccc1Oc2ccc(NC(=O)CCCl)cc2,1
S=C(Nc1ccccc1)N2CCN(Cc3ccccc3)CC2,1
Cc1ccc(cc1)S(=O)(=O)N2CCC[C@H]2C(=O)OCC(=O)Nc3ccc4OCOc4c3,1
CC1Cc2ccccc2N1C(=O)c3oc(C)cc3,1
Cc1[nH]c2ccccc2c1C(=O)C(=O)NCCc3c[nH]c4ccccc34,0
NC(=O)C1CCN(CC1)C(=O)Nc2csc3ccccc23,1
COc1ccc(CCNC2=CC(=O)CC(C)(C)C2)cc1,1
O=C(NCCC1CCCC1)c2cccs2,1
COc1ccc(NC(=O)c2onc(C)c2Cl)cc1,1
CN(Cc1ccccc1)C(=O)c2occc2,1
Cc1oc(C)c(c1)C(=O)Nc2ccccc2N3CCOCC3,1
COC(=O)c1sccc1NC(=S)N2CCC(CC2)C(=O)N,1
O=C(N1CCOCC1)c2cccc(Oc3ccccc3)c2,1
COc1cc(OC)c(C=O)c(OC(=O)N2CCOCC2)c1,1
Cc1ccccc1NC(=O)CN2C(=O)c3ccccc3C2=O,0
CNS(=O)(=O)c1cccc(c1)C(=O)OCC(=O)Nc2ccc3ccccc3c2,0
Cc1cnc(cn1)C(=O)Nc2cc(F)ccc2C,1
CC1CN(CC(C)O1)C(=O)c2ccc(Oc3ccccc3)cc2,1
CC(=O)Nc1ccc(cc1)S(=O)(=O)NCCC(=O)Nc2ncccc2C,1
Clc1cccc(NC(=O)CN2CCN(Cc3ccccc3)CC2)c1,1
